StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,brand_att_1,brand_att_2,brand_att_3,otf,flood_awareness,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-08-15 18:15:22,2024-08-15 18:17:06,IP Address,174.213.160.102,100,104,True,2024-08-15 18:17:07,R_3pzIDxFtHLrHFY9,,,,,44.9834,-93.2622,anonymous,EN,663a62a95fc57ee75aca3870,22,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"I saw a few repetitive posts about Madonna that caught my attention. Otherwise I saw a pretty picture of Brazil’s sunset, and I thought there was an interesting survey at the end but I forgot what the topic was.","No, I was not aware of any flooding in Brazil before this survey.",No,,663a62a95fc57ee75aca3870,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",,MN,
2024-08-15 18:15:05,2024-08-15 18:18:04,IP Address,70.178.8.77,100,178,True,2024-08-15 18:18:04,R_5oXZIWisQeI4T0F,,,,,36.317,-94.1568,anonymous,EN,64eede50d732cf4ab3e590ad,73,Female,,White or Caucasian,,"I recall NO brands in the posts I just saw, but I sure enjoyed the nature photos!",I do not recall any sponsored posts,6,6,6,I've hated Madonna all my adult like SORRY NOT SORRY so I flew by her posts and instead was drawn to the photos of the birds and posts about sustainable living.,"No, I was not aware of any flooding in Brazil before this survey.",No,,64eede50d732cf4ab3e590ad,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Rogers,AR,72758
2024-08-15 18:15:49,2024-08-15 18:18:14,IP Address,75.177.145.16,100,144,True,2024-08-15 18:18:14,R_7TgHNKHsb7rektr,,,,,35.9825,-78.5376,anonymous,EN,66746db831e815ded8e9eaf3,36,Male,,White or Caucasian,,KLM,KLM,4,4,4,"I liked the inclusion of the Bolsonaro hater's tweet, that was humorous and quite in line with Twitter's chaos","No, I was not aware of any flooding in Brazil before this survey.",No,,66746db831e815ded8e9eaf3,Mozilla/5.0 (Windows NT 10.0; rv:126.0) Gecko/20100101 Firefox/126.0,Wake Forest,NC,27587
2024-08-15 18:14:07,2024-08-15 18:18:30,IP Address,67.242.56.2,100,263,True,2024-08-15 18:18:31,R_51VsS7Jxy6CUDBv,,,,,44.0938,-70.2368,anonymous,EN,5ac4c721e1099600016a823b,53,Male,,White or Caucasian,,I don't remember any brands,I do not recall any sponsored posts,3,2,2,Nothing much to say. It looked like a typical feed that anyone could see online. I guess I have learned to phase out advertising because I couldn't remember seeing the KLM ad. I never look at or interact with online advertising.,"No, I was not aware of any flooding in Brazil before this survey.",No,,5ac4c721e1099600016a823b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Auburn,ME,04210
2024-08-15 18:11:25,2024-08-15 18:18:57,IP Address,212.116.254.143,100,452,True,2024-08-15 18:18:58,R_1EBv49c3XBkW2To,,,,,39.0469,-77.4903,anonymous,EN,6686ad9919c7f64e18cb30df,58,Female,,White or Caucasian,,"Need some guidance managing your business social channels? Here are some of the best brands on social media, and what makes their strategies effective","Nike,Headspace,Bank of America",5,7,6,We need social media to connect with people,"Yes, I was fully aware of the floods in southern Brazil.",Yes:,,6686ad9919c7f64e18cb30df,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-08-15 18:16:11,2024-08-15 18:19:17,IP Address,47.222.25.15,100,186,True,2024-08-15 18:19:18,R_1QLzVBKAH5tin53,,,,,38.9959,-82.0596,anonymous,EN,66b376e285118980ca082e3a,30,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,5,7,7,"People of Brazil informing others about the flood and how bad it is. And they were asking for monetary assistance. ","No, I was not aware of any flooding in Brazil before this survey.",No,,66b376e285118980ca082e3a,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",Middleport,OH,45760
2024-08-15 18:16:57,2024-08-15 18:19:29,IP Address,98.170.167.92,100,151,True,2024-08-15 18:19:29,R_5DJdmPxA5UZcnmN,,,,,41.5964,-71.2565,anonymous,EN,61099a5c04f32c99f34ce2a8,68,Female,,White or Caucasian,,KLM,KLM,7,7,7,Really got a good sense of the problem and of the effect of climate change. Hope the area can recover.,"No, I was not aware of any flooding in Brazil before this survey.",No,,61099a5c04f32c99f34ce2a8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Portsmouth,RI,02871
2024-08-15 18:18:44,2024-08-15 18:19:53,IP Address,174.47.149.139,100,68,True,2024-08-15 18:19:54,R_5DzLQ4vVWwIjrH8,,,,,36.1544,-96.0341,anonymous,EN,636547c2b26e5248a9d03c01,41,Male,,Black or African American,,N/A,I do not recall any sponsored posts,4,4,4,IT JUST LOOKED LIKE ANY OTHER FEED I SCROLL NOTHING TO SHARE.,"No, I was not aware of any flooding in Brazil before this survey.",No,,636547c2b26e5248a9d03c01,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Tulsa,OK,74127
2024-08-15 18:17:17,2024-08-15 18:21:05,IP Address,66.69.185.163,100,228,True,2024-08-15 18:21:06,R_6eXoMGe2ARfKuXO,,,,,33.0951,-96.8805,anonymous,EN,63f7a84b6e32b3b093b7b241,29,Male,,Asian,,n/a,I do not recall any sponsored posts,4,4,4,"I don't really participate on social media, but seems there is a lot of focus only on negative topics","No, I was not aware of any flooding in Brazil before this survey.",No,,63f7a84b6e32b3b093b7b241,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",The Colony,TX,75056
2024-08-15 18:16:48,2024-08-15 18:21:24,IP Address,72.220.117.48,100,275,True,2024-08-15 18:21:24,R_3fHT23MdWX9Qyn9,,,,,32.8123,-116.9172,anonymous,EN,614de697aeb75752b403a0b2,39,Male,,"White or Caucasian,American Indian/Native American or Alaska Native",,"Brazil tourism ads, Madonna",KLM,5,5,4,It made Brazil look interesting.,"No, I was not aware of any flooding in Brazil before this survey.",No,,614de697aeb75752b403a0b2,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",El Cajon,CA,92021
2024-08-15 18:20:35,2024-08-15 18:21:29,IP Address,174.181.86.124,100,53,True,2024-08-15 18:21:29,R_5FPOYnlUDIMehjm,,,,,40.4562,-79.8163,anonymous,EN,665632608f25a6749f79a118,22,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,I liked the posts about nature,"No, I was not aware of any flooding in Brazil before this survey.",No,,665632608f25a6749f79a118,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Pittsburgh,PA,15235
2024-08-15 18:20:16,2024-08-15 18:21:48,IP Address,73.32.165.241,100,91,True,2024-08-15 18:21:49,R_3wgLYmOoe7tUbMl,,,,,29.6918,-95.6526,anonymous,EN,5589d3dafdf99b18be3204b7,39,Female,,White or Caucasian,,Netflix,KLM,5,5,5,It was fun and informative. Brazilians love Madonna.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,5589d3dafdf99b18be3204b7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,Houston,TX,77082
2024-08-15 18:20:29,2024-08-15 18:22:04,IP Address,68.233.185.14,100,94,True,2024-08-15 18:22:04,R_5tqMSgIDhvIgnBv,,,,,40.7429,-73.9392,anonymous,EN,666c9887412ee35405b0a2d8,23,Female,,Asian,,n/a,KLM,6,5,5,"I liked the variety, but I disliked the repetitive nature of some of the posts.",I'm not sure if I was aware of the flooding in Brazil.,No,,666c9887412ee35405b0a2d8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",Queens,NY,11101
2024-08-15 18:19:35,2024-08-15 18:22:14,IP Address,69.203.84.148,100,158,True,2024-08-15 18:22:15,R_3v6LO75GPCEIvMJ,,,,,42.0717,-73.9695,anonymous,EN,55d2729c5bc5bc0005d90625,51,Female,,White or Caucasian,,"Madonna, Casa Sui",I do not recall any sponsored posts,4,5,4,"I liked the images of nature. The sunset pic on the beach was beautiful, and the wave woodpecker was very unique. I didn't really see anything I disliked on the feed.","No, I was not aware of any flooding in Brazil before this survey.",No,,55d2729c5bc5bc0005d90625,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Saugerties,NY,12477
2024-08-15 18:19:21,2024-08-15 18:22:42,IP Address,98.177.138.180,100,201,True,2024-08-15 18:22:43,R_3PnSh9Gq86DTd3M,,,,,32.9562,-111.5299,anonymous,EN,663bbe008fb8f91c22aaf751,54,Male,,White or Caucasian,,I didn't notice any brand names.,I do not recall any sponsored posts,5,5,6,I mostly enjoyed the pictures of landscapes and animals.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,663bbe008fb8f91c22aaf751,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Coolidge,AZ,85128
2024-08-15 18:21:11,2024-08-15 18:22:55,IP Address,172.59.209.130,100,104,True,2024-08-15 18:22:56,R_5BWEbJOw2gniXGp,,,,,40.734,-74.0712,anonymous,EN,63e5a9ac42659ba7af9e1d10,19,Male,,Asian,,n/a,I do not recall any sponsored posts,3,3,2,"After a point every post seemed the same until there were more unique areas like the artist doing commissions for Brazil ","No, I was not aware of any flooding in Brazil before this survey.",Yes:,,63e5a9ac42659ba7af9e1d10,Mozilla/5.0 (Android 14; Mobile; rv:129.0) Gecko/129.0 Firefox/129.0,Newark,NJ,07107
2024-08-15 18:20:36,2024-08-15 18:23:08,IP Address,97.179.132.1,100,152,True,2024-08-15 18:23:09,R_6OgE6XAe9v5EfwB,,,,,41.2093,-96.0548,anonymous,EN,5f23a4a68105d31888fbece8,24,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,4,4,4,I didn’t notice the brand shown because I was enjoying the beautiful pictures of Brazils wildlife.,"No, I was not aware of any flooding in Brazil before this survey.",Yes:,It said there was an application error so I refreshed the page.,5f23a4a68105d31888fbece8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15",Omaha,NE,68127
2024-08-15 18:22:26,2024-08-15 18:23:29,IP Address,65.155.84.27,100,63,True,2024-08-15 18:23:30,R_6EZoAVMVL3QtKpx,,,,,41.5583,-111.8343,anonymous,EN,6512d75a240112657b048033,63,Female,,White or Caucasian,,"Madonna ",I do not recall any sponsored posts,6,6,6,"It was an interesting and varied feed. ","No, I was not aware of any flooding in Brazil before this survey.",No,,6512d75a240112657b048033,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0",Paradise,UT,84328
2024-08-15 18:23:04,2024-08-15 18:24:44,IP Address,204.111.195.204,100,99,True,2024-08-15 18:24:44,R_7LUPtlmapizdK7T,,,,,39.494,-77.4608,anonymous,EN,66463e778636102042187c9c,30,Female,,White or Caucasian,,"Mr. Beast ",I do not recall any sponsored posts,5,4,5,"I like that it was easy to read and organized. I thought the font was good for scrolling ","No, I was not aware of any flooding in Brazil before this survey.",No,,66463e778636102042187c9c,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Frederick,MD,21702
2024-08-15 18:24:23,2024-08-15 18:25:42,IP Address,137.103.97.123,100,78,True,2024-08-15 18:25:42,R_8mIS4Em5o4DKblU,,,,,43.6314,-71.5053,anonymous,EN,66be031f6819a9d0b9091a33,27,Female,,White or Caucasian,,"Fortnite, Mr. Beast",I do not recall any sponsored posts,4,4,4,"Neutral, it was very informing however.","No, I was not aware of any flooding in Brazil before this survey.",No,,66be031f6819a9d0b9091a33,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Meredith,NH,03253
2024-08-15 18:24:18,2024-08-15 18:26:21,IP Address,216.165.229.59,100,122,True,2024-08-15 18:26:21,R_5hAx4at0RjfEmGj,,,,,34.1483,-118.0016,anonymous,EN,66a0af5b6824b4cf088aa7f9,36,Male,,White or Caucasian,,"KLM, Madonna ",KLM,6,7,6,The KLM ad fit in with the flow of everything else on the page.,"No, I was not aware of any flooding in Brazil before this survey.",No,,66a0af5b6824b4cf088aa7f9,"Mozilla/5.0 (iPad; CPU OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",Monrovia,CA,91016
2024-08-15 18:24:30,2024-08-15 18:26:22,IP Address,174.251.128.77,100,111,True,2024-08-15 18:26:22,R_7EB1MgeuS2Uc3Ze,,,,,37.2128,-77.477,anonymous,EN,66bd4bd76fb01a9fb1db759e,31,Female,,Other,other,twitter,I do not recall any sponsored posts,6,6,5,i saw how bad the flooding was in brazil,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66bd4bd76fb01a9fb1db759e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Hopewell,VA,23860
2024-08-15 18:24:11,2024-08-15 18:26:28,IP Address,172.56.87.123,100,136,True,2024-08-15 18:26:28,R_7mKHzrdLRfpKqEn,,,,,33.4889,-112.2173,anonymous,EN,5d9cd36bed4008001284dcba,56,Female,,White or Caucasian,,Jean Paul gautea,I do not recall any sponsored posts,4,4,4,Didn’t need to see Madonna. Yuck.   Liked the pictures of the beauty of Brazil,"Yes, I was fully aware of the floods in southern Brazil.",No,,5d9cd36bed4008001284dcba,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",Phoenix,AZ,85017
2024-08-15 18:24:16,2024-08-15 18:26:49,IP Address,99.89.113.118,100,153,True,2024-08-15 18:26:49,R_51YkmuwWekmGuBk,,,,,38.6106,-121.2789,anonymous,EN,5c1b97f889f0350001726def,62,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,7,7,7,I enjoyed looking at the pictures of Brazil when it looked great but sad for the people with the flooding,"No, I was not aware of any flooding in Brazil before this survey.",No,,5c1b97f889f0350001726def,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",Rancho Cordova,CA,95670
2024-08-15 18:24:00,2024-08-15 18:26:56,IP Address,65.60.234.67,100,176,True,2024-08-15 18:26:57,R_1mvK3lXFumWGHq9,,,,,39.9581,-82.8068,anonymous,EN,61084fe046d29450c3a09fc4,47,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,I found the posts to be quite sad and alarming. It was a bit jolting to see posts for tourism mixed in with flooding devastation.,"No, I was not aware of any flooding in Brazil before this survey.",No,,61084fe046d29450c3a09fc4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",Reynoldsburg,OH,43068
2024-08-15 18:25:16,2024-08-15 18:27:08,IP Address,68.51.186.251,100,112,True,2024-08-15 18:27:09,R_6lXmw2LtOcmFOtA,,,,,42.2967,-85.2066,anonymous,EN,6108201fc71dec6754919de5,46,Female,,White or Caucasian,,N/a,I do not recall any sponsored posts,4,4,4,"I liked reading about sustainability and wildlife. I didn’t care for anything else much ","No, I was not aware of any flooding in Brazil before this survey.",No,,6108201fc71dec6754919de5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/127.0.6533.107 Mobile/15E148 Safari/604.1",Battle Creek,MI,49015
2024-08-15 18:18:28,2024-08-15 18:27:15,IP Address,174.106.136.30,100,526,True,2024-08-15 18:27:16,R_33D10iEVAEkJhwR,,,,,34.4396,-77.9212,anonymous,EN,5d54d5d907e8740018e56545,60,Female,,White or Caucasian,,"Brazil Foundation , travel agency",I do not recall any sponsored posts,4,4,4,"It describe catastrophic flooding in Brazil that was compared to flooding in New Orleans that occurred during hurricane Katrina. Unfortunately because of rising sea levels due to global warming I believe that flooding like this is going to happen more often and in more places than we’ve ever seen before. ","No, I was not aware of any flooding in Brazil before this survey.",Yes:,"The advertisement for the airline was not appropriate for the other stories in the feed about flooding in Brazil. ",5d54d5d907e8740018e56545,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Rocky Point,NC,28457
2024-08-15 18:25:42,2024-08-15 18:27:25,IP Address,99.71.146.224,100,103,True,2024-08-15 18:27:26,R_5org5cZhIgo7GJX,,,,,36.4028,-86.467,anonymous,EN,66460c4209bfe9f5f86de4a4,41,Female,,American Indian/Native American or Alaska Native,,jean Paul Gautier,I do not recall any sponsored posts,4,4,4,"I tend to ignore ads. There seemed to be a lot of Madonna, perhaps more than Brazil.","No, I was not aware of any flooding in Brazil before this survey.",No,,66460c4209bfe9f5f86de4a4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Gallatin,TN,37066
2024-08-15 18:26:23,2024-08-15 18:27:33,IP Address,96.40.153.230,100,70,True,2024-08-15 18:27:33,R_5o7KpX6AaBwuHRv,,,,,34.1964,-118.3256,anonymous,EN,6020eae0f967d472b06f87fe,33,Female,,Asian,,"n/a ",KLM,7,7,7,Very diverse and a good variety of cultural and news-y posts about Brazil,"No, I was not aware of any flooding in Brazil before this survey.",No,,6020eae0f967d472b06f87fe,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",Burbank,CA,91504
2024-08-15 18:25:03,2024-08-15 18:27:46,IP Address,108.241.69.96,100,162,True,2024-08-15 18:27:47,R_3gDhaDWTRqJxAnD,,,,,26.6598,-80.2429,anonymous,EN,66ad1dfa403e98601df29f22,28,Female,,White or Caucasian,,"KLM, Mr. beast ",KLM,5,4,4,"It’s heartbreaking to know so many are suffering from a natural disaster ","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,66ad1dfa403e98601df29f22,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1",Wellington,FL,33414
2024-08-15 18:25:45,2024-08-15 18:27:50,IP Address,45.17.185.155,100,124,True,2024-08-15 18:27:51,R_5Sdc1COQQRJqNB5,,,,,29.8772,-95.6938,anonymous,EN,660093173d5410e1b22b64e5,25,Male,,White or Caucasian,,"kfm, fortnite","KLM,Headspace,Bank of America",4,4,4,"it was going over the posts of a tragedy in brazil which was quite sad to see, and there were some using the tragedy for their own means","No, I was not aware of any flooding in Brazil before this survey.",No,,660093173d5410e1b22b64e5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Cypress,TX,77433
2024-08-15 18:24:53,2024-08-15 18:28:18,IP Address,107.122.177.13,100,204,True,2024-08-15 18:28:18,R_5gO9v4iGuK6EEtc,,,,,40.7592,-111.8875,anonymous,EN,65a57b1b4ce0a142f5b59bf8,42,Male,,White or Caucasian,,N/a,"Headspace,Aesop",5,5,6,I thought it was devastating. That was a lot of flooding. I like the pictures that were included it made a big impact.,"Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,65a57b1b4ce0a142f5b59bf8,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36",,UT,
2024-08-15 18:27:22,2024-08-15 18:28:23,IP Address,72.222.178.162,100,60,True,2024-08-15 18:28:23,R_39itKRZk03nkkMN,,,,,33.5065,-112.0664,anonymous,EN,610852818a92c4b09b9ae330,28,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,4,4,4,"seemed oddly madonna-focused, not sure why","Yes, I had heard something about flooding in Brazil but didn't know the details.",No,,610852818a92c4b09b9ae330,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Phoenix,AZ,85012
