StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Prolific_ID,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,uncued_recall,cued_recall,otf,issues,issues_2_TEXT,PROLIFIC_PID,useragent,city,state,postalcode
2024-10-15 17:35:01,2024-10-15 17:36:28,IP Address,76.27.69.215,100,87,True,2024-10-15 17:36:29,R_7OGICIu5ET1ZWXV,,,,,40.3119,-111.6959,anonymous,EN,601d4c8586c49d04ad8f6df0,27,Female,,White or Caucasian,,"Bose, Nintendo","Bose,Nintendo,Fitbit","Some of the memes hit me too hard, and it was a bit uncomfortable, which is why I don't like to see a feed full of memes. ",No,,601d4c8586c49d04ad8f6df0,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Orem,UT,84057
2024-10-15 17:34:20,2024-10-15 17:36:31,IP Address,107.77.224.140,100,130,True,2024-10-15 17:36:32,R_3aaS3fX4lLpIGdM,,,,,40.7066,-74.2027,anonymous,EN,6676ddf4aeae188a30f824f5,34,Male,,White or Caucasian,,Bose,"Bose,Nintendo,Whoop","I liked most of the memes they were pretty funny. They all seemed to come from 9gag. 

I clicked on the bose ad which directed me to their website but now i can recall the nintendo and whoop ads.

I did receive an error when clicking the button at the bottom so hopefully I didn't miss any questions.",Yes:,it errored out after I clicked continue to survey but I was able to open it again and get to the question page.,6676ddf4aeae188a30f824f5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Brooklyn,NY,11211
2024-10-15 17:35:45,2024-10-15 17:36:44,IP Address,76.34.81.166,100,59,True,2024-10-15 17:36:45,R_3dt3QtQN9T2jH9i,,,,,39.975,-82.8207,anonymous,EN,66d0d0a94e34f8a3871bedb9,35,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,Everything was sadness or depression.,No,,66d0d0a94e34f8a3871bedb9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Columbus,OH,43213
2024-10-15 17:34:17,2024-10-15 17:36:46,IP Address,50.4.5.196,100,149,True,2024-10-15 17:36:47,R_14uQwP45dfKlFfn,,,,,42.2316,-83.2659,anonymous,EN,628f827eeb876ed2617881e7,34,Male,,White or Caucasian,,"WHOOP, Apple","Bose,Apple,Whoop,Beats by Dre","It was cute, funny, but kind of dated with old memes. It was cluttered with ads and bad pixelated images.",No,,628f827eeb876ed2617881e7,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Taylor,MI,48180
2024-10-15 17:34:36,2024-10-15 17:36:51,IP Address,207.228.23.116,100,135,True,2024-10-15 17:36:52,R_3qDParmaMYyjXxo,,,,,37.751,-97.822,anonymous,EN,66a9d46ff5d39bbede9f2e92,27,Male,,White or Caucasian,,n/a,JBL,"it was so funny and make me forget the bad things
",No,,66a9d46ff5d39bbede9f2e92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Dover,DE,19901
2024-10-15 17:36:00,2024-10-15 17:36:53,IP Address,73.227.3.36,100,52,True,2024-10-15 17:36:53,R_1VPhMmsVYmnyeA2,,,,,42.5763,-71.9883,anonymous,EN,6664f7c85d3674a27eea24b7,32,Female,,White or Caucasian,,"Nintendo, shrek, office",Nintendo,I liked all the funny memes,No,,6664f7c85d3674a27eea24b7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Gardner,MA,01440
2024-10-15 17:35:56,2024-10-15 17:36:57,IP Address,96.11.198.250,100,60,True,2024-10-15 17:36:58,R_6CPWTBVDUKDS0vp,,,,,39.5435,-83.4574,anonymous,EN,60fdf2b14c49cedb49adf0d2,32,Female,,White or Caucasian,,switch,Nintendo,"I looked mostly at the memes. ",No,,60fdf2b14c49cedb49adf0d2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Washington Court House,OH,43160
2024-10-15 17:34:40,2024-10-15 17:37:00,IP Address,104.251.93.183,100,139,True,2024-10-15 17:37:00,R_5EskPRSUpRCqWkP,,,,,37.751,-97.822,anonymous,EN,66f3af39161ce99b4ec75a71,29,Male,,White or Caucasian,,beats,Beats by Dre,i said no thoughts to share,No,,66f3af39161ce99b4ec75a71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:35:05,2024-10-15 17:37:00,IP Address,108.48.37.153,100,114,True,2024-10-15 17:37:01,R_69Hjez3Cn7e2XJf,,,,,39.0157,-77.0085,anonymous,EN,66413abd57f96e210a9cfe13,22,Male,,White or Caucasian,,Nintendo,"Nintendo,Beats by Dre",I thought it was fine. It was much more realistic to the X(twitter) experience then any other survey at one point it just felt like I was scrolling on the actual site.,No,,66413abd57f96e210a9cfe13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Silver Spring,MD,20901
2024-10-15 17:33:50,2024-10-15 17:37:20,IP Address,173.90.120.89,100,209,True,2024-10-15 17:37:21,R_3BN9ZJ36ZcRZ7Cp,,,,,40.6362,-81.4539,anonymous,EN,5d5eee04624d49001a141c8b,32,Male,,White or Caucasian,,"Apple, something AI related,","Bose,Apple","I tend to immediately move on to the next post the moment I realize it's an ad, other than that, relatable memes are fun but get tiring after awhile.",No,,5d5eee04624d49001a141c8b,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Bolivar,OH,44612
2024-10-15 17:23:02,2024-10-15 17:37:23,IP Address,212.116.254.123,100,860,True,2024-10-15 17:37:23,R_3HeI78sOQaiblbb,,,,,39.0469,-77.4903,anonymous,EN,66816e8338fc277373f06057,29,Female,,Black or African American,,N/A,I do not recall any sponsored posts,"I like all the social content shared. ",No,,66816e8338fc277373f06057,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Ashburn,VA,20149
2024-10-15 17:35:39,2024-10-15 17:37:34,IP Address,68.45.236.219,100,115,True,2024-10-15 17:37:35,R_6TKKJjkLnVv903f,,,,,39.6421,-85.1439,anonymous,EN,646778f0d6b43cbeb4501454,25,Female,,White or Caucasian,,"Nintendo, Bose Headphones","Bose,Nintendo","It was a pretty typical feed. I liked a couple of posts because they were relatable to me. I'm no stranger to a lot of the feelings the feed showed. ",No,,646778f0d6b43cbeb4501454,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Connersville,IN,47331
2024-10-15 17:36:27,2024-10-15 17:37:39,IP Address,73.250.27.144,100,72,True,2024-10-15 17:37:40,R_6jrDRDAndeBe31G,,,,,38.6273,-76.9859,anonymous,EN,663a8ff286b9b65cde8f46f3,27,Female,,Black or African American,,"Nintendo, Samsung","Nintendo,Samsung","It was fine, there was no aspects that a particularly liked or disliked",No,,663a8ff286b9b65cde8f46f3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Waldorf,MD,20603
2024-10-15 17:36:26,2024-10-15 17:37:59,IP Address,98.61.73.126,100,93,True,2024-10-15 17:38:00,R_6LisKf0gIljGZc7,,,,,45.08,-93.0227,anonymous,EN,65e00891e4c0c8cad9c1583a,26,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,"I liked all of the different, topics, captions, and headlines from the post.",No,,65e00891e4c0c8cad9c1583a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",White Bear Lake,MN,55110
2024-10-15 17:30:15,2024-10-15 17:38:09,IP Address,104.218.199.49,100,474,True,2024-10-15 17:38:10,R_1v1Xce3mgmOko3n,,,,,33.4475,-112.0866,anonymous,EN,66c3831308c6df765dbad32d,19,Male,,White or Caucasian,,apple,Apple,"The Twitter feed was filled with memes and a bit of an Apple ad. Overall, it was entertaining and funny!",No,,66c3831308c6df765dbad32d,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Phoenix,AZ,85036
2024-10-15 17:37:00,2024-10-15 17:38:34,IP Address,212.32.103.148,100,93,True,2024-10-15 17:38:35,R_5L5dJQYFIf7qiXf,,,,,39.7793,-75.6946,anonymous,EN,6686e72b762ad26de146f4db,27,Male,,White or Caucasian,,N/A,I do not recall any sponsored posts,I saw mostly memes and funny pictures,No,,6686e72b762ad26de146f4db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Hockessin,DE,19707
2024-10-15 17:34:43,2024-10-15 17:38:41,IP Address,197.211.61.36,100,237,True,2024-10-15 17:38:41,R_2TlcctKn1vP0SM9,,,,,10,8,anonymous,EN,6606c30a5f12f10ef9ed306c,34,Male,,Black or African American,,Nintendo of America,"Bose,Nintendo,JBL","I enjoyed browsing the social media feed on Twitter! The brand ads were engaging and creative, which made them stand out. I also loved the funny memes—many of them were relatable and added a lighthearted touch to my experience. However, sometimes the ads felt a bit overwhelming, and it would be nice to see a bit more variety in the content. Overall, it was a fun mix of humor and marketing!",No,,6606c30a5f12f10ef9ed306c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:37:37,2024-10-15 17:39:17,IP Address,66.215.57.76,100,99,True,2024-10-15 17:39:18,R_1HNysBqSFd0av4l,,,,,40.6269,-122.354,anonymous,EN,66df699de6a2e399763cbbd5,30,Non-binary / third gender,,White or Caucasian,,"I recall many ads, but I don't remember what they were. I tend to ignore ads as I am broke.",Nintendo,"I love memes. I miss twitter. I hate X. It actually brightened my day to see the 9gag logo again. I felt like I was brought back in time. Super nostalgic. ",No,,66df699de6a2e399763cbbd5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Redding,CA,96003
2024-10-15 17:37:46,2024-10-15 17:39:18,IP Address,174.226.51.24,100,91,True,2024-10-15 17:39:18,R_1l4wysaDqZUHwHk,,,,,41.1928,-73.2389,anonymous,EN,66c0df877e3dd5e2c1966f18,22,Female,,White or Caucasian,,Headphones and Apple,"Bose,Apple","I liked the feed and how there were not many ads and the posts were funny. I also liked the layout ",No,,66c0df877e3dd5e2c1966f18,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",,MA,
2024-10-15 17:37:49,2024-10-15 17:39:28,IP Address,35.148.176.131,100,99,True,2024-10-15 17:39:29,R_33a5V6BFIaqXh8N,,,,,34.9334,-81.9689,anonymous,EN,65c3f360fcf6271a0c51801e,30,Female,,Black or African American,,"Samsung, Apple, Nintendo, Fitbit","Apple,Nintendo,Samsung,Fitbit","I liked reacting to the posts. ",No,,65c3f360fcf6271a0c51801e,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Spartanburg,SC,29301
2024-10-15 17:38:40,2024-10-15 17:39:41,IP Address,67.163.124.90,100,60,True,2024-10-15 17:39:42,R_6ynatlJ3Uikfqlb,,,,,39.0819,-78.1873,anonymous,EN,5c2f9a5f551b540001706a87,27,Female,,White or Caucasian,,Apple,"Apple,Nintendo",I liked all of it for the most part. It was mostly funny or things that I am interested in,No,,5c2f9a5f551b540001706a87,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Stephens City,VA,22655
2024-10-15 17:38:15,2024-10-15 17:39:43,IP Address,71.82.64.2,100,88,True,2024-10-15 17:39:44,R_3IRe6J2jXIfpIEc,,,,,43.6381,-84.2029,anonymous,EN,5aad5907c4e8f200014b359a,34,Female,,White or Caucasian,,"Samsung, nintendo","Bose,Nintendo,Samsung",They weren't very funny memes.,No,,5aad5907c4e8f200014b359a,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Midland,MI,48642
2024-10-15 17:39:09,2024-10-15 17:40:15,IP Address,98.216.233.91,100,65,True,2024-10-15 17:40:15,R_6qe1mtOFiLPyRha,,,,,43.7019,-72.2827,anonymous,EN,66e1b32f8201541db7bf63f2,31,Female,,White or Caucasian,,"Bose, Apple, Nintendo","Bose,Apple,Nintendo,Fitbit",I'm not often on X/Twitter so it took me awhile to remember how to like posts,No,,66e1b32f8201541db7bf63f2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Hanover,NH,03755
2024-10-15 17:38:24,2024-10-15 17:40:26,IP Address,184.57.75.194,100,121,True,2024-10-15 17:40:27,R_3dFxcYQ5w0MYvJx,,,,,38.2454,-85.5363,anonymous,EN,5d203fad20b61f00012aced4,35,Male,,Black or African American,,Nintendo,Nintendo,"I always enjoy a good meme, so it was nice to complete a study where I'm able to work on what I already enjoy.",No,,5d203fad20b61f00012aced4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Louisville,KY,40241
2024-10-15 17:39:19,2024-10-15 17:40:53,IP Address,71.193.50.217,100,93,True,2024-10-15 17:40:54,R_5Alr8WvpK2O2277,,,,,36.7539,-119.7085,anonymous,EN,66cf5037b04affe37187bb8a,31,Female,,Black or African American,,"apple, samsung","Apple,Nintendo,Samsung,Fitbit",there was nothing I disliked,No,,66cf5037b04affe37187bb8a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Fresno,CA,93727
2024-10-15 17:40:32,2024-10-15 17:41:14,IP Address,67.247.11.204,100,42,True,2024-10-15 17:41:15,R_1TSj7fCopA8jZq9,,,,,40.726,-73.848,anonymous,EN,669a8a113c058df5b00aa6df,33,Male,,White or Caucasian,,9gag,"Bose,LG","I did not care for them ",No,,669a8a113c058df5b00aa6df,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36",Queens,NY,11375
2024-10-15 17:37:02,2024-10-15 17:41:19,IP Address,157.254.254.199,100,256,True,2024-10-15 17:41:19,R_1N4KUJ610Bdfw7D,,,,,47.6711,-122.1253,anonymous,EN,596c562b84e10f00018464e9,30,Female,,White or Caucasian,,"Nintendo Of America, Bose","Bose,Nintendo","The feed is filled with quick, humorous content and memes designed for light entertainment and easy scrolling. Overall, it seems like an entertaining space to unwind.",No,,596c562b84e10f00018464e9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Redmond,WA,98073
2024-10-15 17:40:22,2024-10-15 17:41:37,IP Address,70.246.73.108,100,74,True,2024-10-15 17:41:37,R_7HqcdA081DsQn4C,,,,,33.1794,-96.9538,anonymous,EN,67052d3a3e3bc29d87bd1793,18,Male,,Black or African American,,Bose,Bose,"9gag sucks.                                                                   ",No,,67052d3a3e3bc29d87bd1793,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",Little Elm,TX,75068
2024-10-15 17:40:28,2024-10-15 17:41:46,IP Address,99.174.218.203,100,78,True,2024-10-15 17:41:46,R_3CmJoYBgqKVr3gJ,,,,,34.0259,-80.9547,anonymous,EN,66572a1377fafd5054014a7b,34,Female,,White or Caucasian,,Nintendo,Nintendo,"It was generally entertaining and relatable. I would like it mixed up with actual commentary/updates, however. ",No,,66572a1377fafd5054014a7b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Columbia,SC,29206
2024-10-15 17:40:00,2024-10-15 17:41:50,IP Address,108.225.195.185,100,109,True,2024-10-15 17:41:50,R_1IKytfTr2edFuud,,,,,34.111,-84.3025,anonymous,EN,57fc5ae8b80310000163ec1e,30,Male,,White or Caucasian,,n/a,I do not recall any sponsored posts,The feed seemed fine. It was way more enjoyable to browse compared to the current twitter feed that seems to be actively promoting nazi content.,No,,57fc5ae8b80310000163ec1e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Alpharetta,GA,30004
2024-10-15 17:41:20,2024-10-15 17:42:30,IP Address,99.157.55.27,100,70,True,2024-10-15 17:42:31,R_1373y5gqNfC3ScC,,,,,33.852,-84.1152,anonymous,EN,610197ccfc001fec7476a5b8,25,Female,,Black or African American,,"Bose headphones ","Bose,Nintendo","I thought it was funny. The memes were relatable. Nothing groundbreaking, but just some slight humor. ",No,,610197ccfc001fec7476a5b8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",Lilburn,GA,30047
2024-10-15 17:38:14,2024-10-15 17:42:49,IP Address,172.250.193.128,100,274,True,2024-10-15 17:42:49,R_7in8xSwDvIZ5aGt,,,,,33.7372,-117.8232,anonymous,EN,5f8b3c348183d30f91832a2b,24,Non-binary / third gender,,Other,"Hispanic ","Nintendo ","Bose,Nintendo,Samsung,Fitbit","The social  media feed that I browsed  old have been better 9gag didn't actually share memes, as they were more like common problems that everyone faced with reaction photos..and thats not what a meme is..I did find some that I liked and found relatable but otherwise I didn't hold much interest ",No,,5f8b3c348183d30f91832a2b,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",Tustin,CA,92780
2024-10-15 17:40:57,2024-10-15 17:42:49,IP Address,104.251.81.197,100,112,True,2024-10-15 17:42:49,R_7Om9brvLOw9AeZz,,,,,37.751,-97.822,anonymous,EN,6564a8cb7b92b2429bd8c189,28,Female,,Black or African American,,n/a,I do not recall any sponsored posts,I felt comfortable browsing through the media feed and I thought it's good,No,,6564a8cb7b92b2429bd8c189,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",,,
2024-10-15 17:41:33,2024-10-15 17:42:50,IP Address,47.212.108.126,100,77,True,2024-10-15 17:42:51,R_5jvSchHCClslwDV,,,,,35.6206,-77.3944,anonymous,EN,62ea3c696ff8c92834e7151a,23,Female,,White or Caucasian,,"apple, samsung","Apple,Samsung","I liked the funny parts of the feed, although some of the memes were corny.",No,,62ea3c696ff8c92834e7151a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Greenville,NC,27834
2024-10-15 17:41:40,2024-10-15 17:42:56,IP Address,98.220.169.35,100,75,True,2024-10-15 17:42:56,R_7HvKsCCw5hdlO9T,,,,,41.7517,-88.2414,anonymous,EN,668ac4c1b3549e7f656154d4,32,Female,,"White or Caucasian,Asian",,Headphones (don't remember brand),Beats by Dre,"I did not find a lot of the memes to be funny or relatable. The best one was the ""getting out of hand"" pun. It required a unique photo and had a cute play on words. The rest were very generic.",No,,668ac4c1b3549e7f656154d4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0,Aurora,IL,60502
2024-10-15 17:40:43,2024-10-15 17:43:01,IP Address,76.36.87.25,100,138,True,2024-10-15 17:43:02,R_5l5xqpmbN82PFDP,,,,,34.305,-79.8776,anonymous,EN,670bae33a36cc3246954f558,23,Female,,White or Caucasian,,Fitness watch,Fitbit,"Some of the posts were relatable, but some of them I couldn't relate to at all. I also scrolled past any ads that I saw without paying attention to what they were, because I don't like ads.",No,,670bae33a36cc3246954f558,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Darlington,SC,29532
2024-10-15 17:41:29,2024-10-15 17:43:04,IP Address,23.124.178.134,100,94,True,2024-10-15 17:43:04,R_3Jks2LfBB9LeQnk,,,,,35.6173,-87.0317,anonymous,EN,5fc6e3a0040c3f0e7cb45c8a,34,Female,,White or Caucasian,,apple,"Apple,Samsung,Amazon,Beats by Dre,Logitech",It is something I would see everyday. In a smaller scale. I like it when it is relatable.,No,,5fc6e3a0040c3f0e7cb45c8a,"Mozilla/5.0 (X11; CrOS x86_64 14816.131.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",Columbia,TN,38401
2024-10-15 17:41:37,2024-10-15 17:43:08,IP Address,199.168.73.150,100,90,True,2024-10-15 17:43:09,R_7D1jjD8turSIdi3,,,,,37.9855,-84.5804,anonymous,EN,663a5d3e48441f253cc57071,24,Male,,White or Caucasian,,"apple, spotify","Apple,Nintendo,Spotify","It had some funny posts, but none that enticed me to engage or interact with them.",No,,663a5d3e48441f253cc57071,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Lexington,KY,40503
2024-10-15 17:41:17,2024-10-15 17:43:10,IP Address,136.35.183.25,100,113,True,2024-10-15 17:43:11,R_3jW08XDsXfyhefI,,,,,39.2733,-94.5694,anonymous,EN,66d339799ecb2d5c8acc5a9d,30,Female,,White or Caucasian,,T-mobile,"Apple,Nintendo,Verizon","I laughed at a lot of them, kinda wished I could see comments ",No,,66d339799ecb2d5c8acc5a9d,"Mozilla/5.0 (iPad; CPU OS 17_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/129.0.6668.69 Mobile/15E148 Safari/604.1",Kansas City,MO,64118
2024-10-15 17:42:31,2024-10-15 17:43:30,IP Address,66.229.214.107,100,59,True,2024-10-15 17:43:31,R_7Dr1zp2b5NFYWH5,,,,,26.125,-80.267,anonymous,EN,66be1b073b1723c31d81f364,30,Male,,White or Caucasian,,9amg,I do not recall any sponsored posts,it was cool and awesome,No,,66be1b073b1723c31d81f364,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Plantation,FL,33324
2024-10-15 17:42:55,2024-10-15 17:43:47,IP Address,72.241.12.19,100,51,True,2024-10-15 17:43:47,R_5DwMHWFa4FZvJug,,,,,41.6332,-83.579,anonymous,EN,66d8424acc84d0f4be3b443f,33,Female,,White or Caucasian,,n/a,I do not recall any sponsored posts,"Mostly was just funny memes. My kind of humor to be honest. ",No,,66d8424acc84d0f4be3b443f,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Toledo,OH,43609
2024-10-15 17:42:39,2024-10-15 17:44:00,IP Address,74.138.192.37,100,80,True,2024-10-15 17:44:01,R_5Cab1abGKkCd7Db,,,,,38.0538,-83.9386,anonymous,EN,664cce8aecc59dc14d41c397,25,Male,,White or Caucasian,,Nintendo,"Apple,Nintendo,Oura","I enjoyed the feed, although it was very heavy on posts from one particular account",No,,664cce8aecc59dc14d41c397,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",Mount Sterling,KY,40353
2024-10-15 17:42:58,2024-10-15 17:44:10,IP Address,207.213.181.109,100,71,True,2024-10-15 17:44:11,R_7ERQPPmHAO59yRy,,,,,32.7797,-96.8022,anonymous,EN,58a5e2fc27c3bb00014e7633,35,Female,,White or Caucasian,,Samsung,"Bose,Samsung",I enjoyed it. Some funny stuff on there.,No,,58a5e2fc27c3bb00014e7633,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36",,TX,
2024-10-15 17:42:53,2024-10-15 17:44:21,IP Address,174.225.227.212,100,88,True,2024-10-15 17:44:21,R_5C3CZgdKIYSib4X,,,,,36.0711,-86.7196,anonymous,EN,66be0a567f43ec797d61ac6a,22,Female,,White or Caucasian,,Beats,"Bose,Beats by Dre","I liked the memes, and I vaguely remember an ad about headphones.",No,,66be0a567f43ec797d61ac6a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Nashville,TN,37205
2024-10-15 17:43:18,2024-10-15 17:44:34,IP Address,98.149.35.25,100,75,True,2024-10-15 17:44:34,R_3nMCJfGHHbrtppp,,,,,33.7518,-117.9932,anonymous,EN,66465704f0921cfc20ba6e57,34,Male,,Asian,,"Fresh prince, stay home employees, ",I do not recall any sponsored posts,"I enjoyed the feed an lot actually. I found it interesting ",No,,66465704f0921cfc20ba6e57,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Westminster,CA,92683
2024-10-15 17:44:04,2024-10-15 17:45:25,IP Address,69.142.53.100,100,80,True,2024-10-15 17:45:25,R_6gXUamdDlyzV2zA,,,,,39.7505,-75.3323,anonymous,EN,66af7e7a640964091ad3ec4f,29,Female,,White or Caucasian,,"Bose, Apple, Samsung ","Bose,Apple,Nintendo,Samsung","I thought that the posts surrounding the ads were relatable and funny. I didn’t necessarily dislike anything. ",No,,66af7e7a640964091ad3ec4f,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1",Blackwood,NJ,08012
2024-10-15 17:44:01,2024-10-15 17:45:29,IP Address,154.7.225.76,100,87,True,2024-10-15 17:45:30,R_6q39vaYrlL982FT,,,,,39.0469,-77.4903,anonymous,EN,66eac9a5d7f37f794a00c550,26,Male,,Black or African American,,Bose,Bose,Alot of the tweets were very funny,No,,66eac9a5d7f37f794a00c550,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",Ashburn,VA,20149
